lat,lon,time,week1,week2,week3,week4,weekm0,weekm1,weekm2,weekm3,later,clim_later,clim_week1,clim_week2,clim_week3,clim_week4,clim_weekm0,clim_weekm1,clim_weekm2,clim_weekm3,clim_mok_later,clim_mok_week1,clim_mok_week2,clim_mok_week3,clim_mok_week4,clim_mok_weekm0,clim_mok_weekm1,clim_mok_weekm2,clim_mok_weekm3,clim_con_later,clim_con_week1,clim_con_week2,clim_con_week3,clim_con_week4,
28,80,6/10/2025,0.135649788,0.535440504,0.117167139,0.08525243,0,0,0,0,0.126490139,0.148819253,0.087171132,0.238264195,0.216844772,0.185239787,0.078261717,0.041129405,0.004257435,1.02E-05,0.175306139,0.096872052,0.266110533,0.249122705,0.212588571,0.157437973,0.117402481,0.04895198,0.006580983,0.175306139,0.096872052,0.266110533,0.249122705,0.212588571,1
30,78,6/10/2025,0.073564843,0.445839708,0.203579223,0.122239241,0,0,0,0,0.154776984,0.146995714,0.127902127,0.214051702,0.219578016,0.161703765,0.083465563,0.040112355,0.005930017,1.32E-04,0.173426354,0.143210949,0.242282178,0.252829202,0.188251316,0.171621038,0.152031854,0.050254486,0.003738153,0.173426354,0.143210949,0.242282178,0.252829202,0.188251316,1
32,76,6/10/2025,0.08019906,0.246677226,0.238279044,0.189011252,0,0,0,0,0.245833418,0.166242871,0.115865031,0.182061311,0.241426868,0.207716074,0.071116627,0.014996513,5.73E-04,0,0.188405737,0.124761804,0.194913782,0.262734878,0.2291838,0.155926629,0.093332346,0.029818579,0.002537523,0.188405737,0.124761804,0.194913782,0.262734878,0.2291838,1
26,76,6/12/2025,0.51346581,0.348054281,0.031775614,0.046212941,0,0,0,0,0.060491354,0.293322634,0.104823545,0.165413328,0.194045506,0.18818288,0.041915634,0.009892384,0.001337419,4.63E-05,0.316538396,0.107599768,0.172021361,0.204107348,0.199733126,0.129473296,0.074861555,0.024810492,0.003566301,0.316538396,0.107599768,0.172021361,0.204107348,0.199733126,1
26,78,6/12/2025,0.455381093,0.354417871,0.07790891,0.062399174,0,0,0,0,0.049892952,0.236295236,0.119649901,0.1991565,0.20069047,0.177230727,0.040463761,0.021216395,0.005127236,1.67E-04,0.258616533,0.123894397,0.21072331,0.21534206,0.1914237,0.144127323,0.088254112,0.035745114,0.008065359,0.258616533,0.123894397,0.21072331,0.21534206,0.1914237,1
28,78,6/12/2025,0.261229174,0.394554664,0.138216379,0.090359403,0,0,0,0,0.115640379,0.302853118,0.097242615,0.159626862,0.192978412,0.190770058,0.036643688,0.01587879,0.003745739,1.90E-04,0.326852474,0.099769857,0.167125113,0.202902541,0.203350014,0.118683809,0.075203017,0.029070611,0.0054709,0.326852474,0.099769857,0.167125113,0.202902541,0.203350014,1
30,78,6/12/2025,0.295908335,0.504630846,0.119176715,0.048025214,0,0,0,0,0.03225889,0.115088742,0.151650057,0.22688825,0.206778492,0.140046091,0.092844868,0.054067646,0.011995723,5.11E-04,0.140648873,0.175511325,0.267451825,0.247071419,0.169316558,0.164537936,0.168746255,0.079077504,0.00930912,0.140648873,0.175511325,0.267451825,0.247071419,0.169316558,1
24,76,6/17/2025,0.766775146,0.19600637,0.020637283,0.009455084,0,0,0,0,0.007126117,0.142231681,0.185731398,0.188019763,0.154217585,0.094058904,0.143381011,0.072495981,0.018053768,0.001766755,0.187336359,0.240032827,0.245014729,0.202780296,0.124835789,0.180176914,0.158905333,0.103646672,0.033870938,0.187336359,0.240032827,0.245014729,0.202780296,0.124835789,1
24,78,6/17/2025,0.91988757,0.0562286,0.01109618,0.006915671,0,0,0,0,0.005871979,0.121021479,0.216788449,0.196479248,0.141323571,0.082736479,0.154895324,0.066430689,0.016834772,0.003261075,0.160913643,0.28251138,0.258699674,0.18774872,0.110126583,0.187004657,0.191730573,0.117351282,0.023530552,0.160913643,0.28251138,0.258699674,0.18774872,0.110126583,1
24,80,6/17/2025,0.910013128,0.057365795,0.017513199,0.008153296,0,0,0,0,0.006954581,0.085961757,0.228160794,0.221085811,0.155675764,0.06120431,0.159967201,0.070569637,0.016152407,0.001220031,0.114963218,0.299777695,0.291929723,0.210810105,0.08251926,0.204792345,0.19973755,0.114453696,0.023261054,0.114963218,0.299777695,0.291929723,0.210810105,0.08251926,1
24,82,6/17/2025,0.861491023,0.080746388,0.029204178,0.014102885,0,0,0,0,0.014455526,0.019084707,0.279259425,0.230368354,0.114055768,0.029813938,0.199337256,0.100119087,0.026699119,0.001202058,0.02881406,0.408340899,0.342648378,0.173873685,0.046322979,0.23979765,0.270119445,0.149313403,0.03000543,0.02881406,0.408340899,0.342648378,0.173873685,0.046322979,1
24,84,6/17/2025,0.775963673,0.105394623,0.061318177,0.036061795,0,0,0,0,0.021261733,0.00890948,0.24584144,0.19358405,0.104407312,0.033286013,0.218140141,0.133750309,0.054223365,0.007692373,0.016024709,0.414157103,0.329885195,0.181207812,0.058725182,0.192295522,0.313218163,0.175963023,0.048864674,0.016024709,0.414157103,0.329885195,0.181207812,0.058725182,1
26,76,6/17/2025,0.504097733,0.327280476,0.078779268,0.042814685,0,0,0,0,0.047027837,0.191779321,0.15046359,0.189422945,0.194488323,0.151728554,0.08534763,0.029095235,0.006018258,6.31E-04,0.223024687,0.167588993,0.213557405,0.221186734,0.174642181,0.156073895,0.115159621,0.058599175,0.015673077,0.223024687,0.167588993,0.213557405,0.221186734,0.174642181,1
26,78,6/17/2025,0.619595109,0.162843463,0.08557937,0.055595393,0,0,0,0,0.076386665,0.146411701,0.184323064,0.20438831,0.187761895,0.13545213,0.090982926,0.031550871,0.016645978,0.002451351,0.17393972,0.210007605,0.237185671,0.219048873,0.159818132,0.171942813,0.129493017,0.071606394,0.025001136,0.17393972,0.210007605,0.237185671,0.219048873,0.159818132,1
26,80,6/17/2025,0.604890438,0.152939125,0.103066371,0.054419889,0,0,0,0,0.084684177,0.130899266,0.181400405,0.21919659,0.194907999,0.113999761,0.096490593,0.048066675,0.013701396,0.001322483,0.158626088,0.211153549,0.258852367,0.233861172,0.137506823,0.174625103,0.141043713,0.083612808,0.028917995,0.158626088,0.211153549,0.258852367,0.233861172,0.137506823,1
26,82,6/17/2025,0.547543008,0.170138987,0.142829436,0.060934957,0,0,0,0,0.078553613,0.102841175,0.201639903,0.230446599,0.207008184,0.098442905,0.108481908,0.043685144,0.007323599,1.26E-04,0.123755785,0.235585362,0.272420923,0.247414099,0.120823831,0.200139507,0.15682503,0.073267884,0.016209591,0.123755785,0.235585362,0.272420923,0.247414099,0.120823831,1
26,84,6/17/2025,0.525017397,0.221043866,0.152319998,0.05315301,0,0,0,0,0.048465729,0.02086744,0.241758417,0.216265187,0.106408102,0.027402237,0.190209626,0.122750352,0.063815864,0.010263293,0.034537735,0.388313878,0.352450029,0.178038063,0.046660295,0.211374645,0.24896794,0.179220053,0.061099265,0.034537735,0.388313878,0.352450029,0.178038063,0.046660295,1
28,78,6/17/2025,0.293091549,0.240058232,0.166152287,0.093704238,0,0,0,0,0.206993695,0.207920522,0.14689076,0.18359436,0.200108738,0.143975896,0.075149834,0.028552649,0.011749431,0.001938523,0.239149698,0.163274574,0.20571867,0.226315526,0.165541533,0.142903774,0.107709151,0.060988355,0.019566741,0.239149698,0.163274574,0.20571867,0.226315526,0.165541533,1
28,80,6/17/2025,0.373263738,0.285994166,0.17739079,0.07999139,0,0,0,0,0.083359916,0.066357592,0.238264195,0.216844772,0.185239787,0.082461661,0.087171132,0.078261717,0.041129405,0.004257435,0.08579575,0.294721024,0.275831798,0.235386744,0.108264685,0.180539641,0.157437973,0.117402481,0.04895198,0.08579575,0.294721024,0.275831798,0.235386744,0.108264685,1
30,78,6/17/2025,0.432924235,0.376783179,0.097149395,0.048399749,0,0,0,0,0.044743442,0.060265361,0.214051702,0.219578016,0.161703765,0.086730353,0.127902127,0.083465563,0.040112355,0.005930017,0.083367954,0.282840026,0.295094358,0.219699516,0.118998146,0.156890918,0.171621038,0.152031854,0.050254486,0.083367954,0.282840026,0.295094358,0.219699516,0.118998146,1
32,76,6/17/2025,0.370942978,0.463891962,0.080673432,0.038309546,0,0,0,0,0.046182082,0.05535186,0.182061311,0.241426868,0.207716074,0.110891011,0.115865031,0.071116627,0.014996513,5.73E-04,0.071726603,0.222735013,0.300199639,0.261847205,0.14349154,0.184563648,0.155926629,0.093332346,0.029818579,0.071726603,0.222735013,0.300199639,0.261847205,0.14349154,1
